process_date,site,plot,treatment,sp,plant,flowers,stem_seed_weight.g,biomass_weight.g,process_notes,ID,seeds_collected,seeds_green,processing_notes,background,density,plant_growth,age,focal,foc,bg,fungicide,plotf,plot_biomass
NA,D2,4,water,Ev,NA,NA,NA,0.49,NA,2,0,0,NA,Mv,67,-0.7133498878774648,seedling,Ev seedling,s,m,0,D24w,329.42
NA,D2,4,water,Ev,NA,NA,NA,1.33,NA,3,0,0,NA,Mv,67,0.28517894223366247,seedling,Ev seedling,s,m,0,D24w,329.42
NA,D2,4,water,Ev,NA,NA,NA,2.98,NA,A,0,0,NA,Mv,67,1.091923300517313,adult,Ev adult,a,m,0,D24w,329.42
NA,D2,5,water,Ev,NA,NA,NA,1.05,NA,1,0,0,NA,Ev seedling,7,0.04879016416943205,seedling,Ev seedling,s,s,0,D25w,16.65
NA,D2,5,water,Ev,NA,NA,NA,2.36,NA,2,1,0.5,NA,Ev seedling,7,0.8586616190375187,seedling,Ev seedling,s,s,0,D25w,15.34
NA,D2,5,water,Ev,NA,NA,NA,4.59,NA,3,1,0.5,NA,Ev seedling,7,1.5238800240724537,seedling,Ev seedling,s,s,0,D25w,13.11
NA,D2,5,water,Ev,NA,NA,NA,3.52,NA,A,0,0,NA,Ev seedling,7,1.2584609896100056,adult,Ev adult,a,s,0,D25w,17.7
NA,D2,6,water,Ev,NA,NA,NA,1.77,NA,1,1,0.5,NA,Ev seedling,11,0.5709795465857378,seedling,Ev seedling,s,s,0,D26w,17.46
NA,D2,6,water,Ev,NA,NA,NA,1.55,NA,2,0,0,NA,Ev seedling,11,0.4382549309311553,seedling,Ev seedling,s,s,0,D26w,17.68
NA,D2,6,water,Ev,NA,NA,NA,1.58,NA,3,1,0.5,NA,Ev seedling,11,0.4574248470388755,seedling,Ev seedling,s,s,0,D26w,17.65
NA,D2,6,water,Ev,NA,NA,NA,0.71,NA,A,0,0,NA,Ev seedling,11,-0.342490308946776,adult,Ev adult,a,s,0,D26w,19.23
NA,D2,7,water,Ev,NA,NA,NA,1.2,NA,1,1,0,NA,Ev seedling,19,0.1823215567939546,seedling,Ev seedling,s,s,0,D27w,49.01
NA,D2,7,water,Ev,NA,NA,NA,2.41,NA,2,1,0,NA,Ev seedling,19,0.8796267475025636,seedling,Ev seedling,s,s,0,D27w,47.8
NA,D2,7,water,Ev,NA,NA,NA,2.6,NA,3,0,0,NA,Ev seedling,19,0.9555114450274363,seedling,Ev seedling,s,s,0,D27w,47.61
NA,D2,7,water,Ev,NA,NA,NA,3.64,NA,A,1,0,NA,Ev seedling,19,1.2919836816486494,adult,Ev adult,a,s,0,D27w,50.21
NA,D2,8,water,Ev,NA,NA,NA,1,NA,1,1,0,"W/ KEITH, data from Quynh",Ev adult,3,0,seedling,Ev seedling,s,a,0,D28w,9.4
NA,D2,8,water,Ev,NA,NA,NA,1.7,NA,2,1,0,"W/ KEITH, data from Quynh",Ev adult,3,0.5306282510621704,seedling,Ev seedling,s,a,0,D28w,9.4
NA,D2,8,water,Ev,NA,NA,NA,1.3,NA,3,0,0,"W/ KEITH, data from Quynh",Ev adult,3,0.26236426446749106,seedling,Ev seedling,s,a,0,D28w,9.4
NA,D2,8,water,Ev,NA,NA,NA,4.19,NA,A,1,0,NA,Ev adult,3,1.4327007339340465,adult,Ev adult,a,a,0,D28w,5.21
NA,D2,9,water,Ev,NA,NA,NA,0.51,NA,1,0,0,NA,Ev adult,5,-0.6733445532637656,seedling,Ev seedling,s,a,0,D29w,31.81
NA,D2,9,water,Ev,NA,NA,NA,0.81,NA,2,0,0,NA,Ev adult,5,-0.21072103131565253,seedling,Ev seedling,s,a,0,D29w,31.81
NA,D2,9,water,Ev,NA,NA,NA,1.04,NA,3,0,0,NA,Ev adult,5,0.03922071315328133,seedling,Ev seedling,s,a,0,D29w,31.81
NA,D2,9,water,Ev,NA,NA,NA,1.17,NA,A,0,0,NA,Ev adult,5,0.1570037488096647,adult,Ev adult,a,a,0,D29w,30.64
NA,D2,10,water,Ev,NA,NA,NA,1.18,NA,1,1,0.5,NA,Ev adult,9,0.16551443847757333,seedling,Ev seedling,s,a,0,D210w,78.42
NA,D2,10,water,Ev,NA,NA,NA,1.52,NA,2,0,0,NA,Ev adult,9,0.41871033485818504,seedling,Ev seedling,s,a,0,D210w,78.42
NA,D2,10,water,Ev,NA,NA,NA,2.81,NA,3,1,0,NA,Ev adult,9,1.0331844833456545,seedling,Ev seedling,s,a,0,D210w,78.42
NA,D2,10,water,Ev,NA,NA,NA,10.61,NA,A,1,0,NA,Ev adult,9,2.3617969526258915,adult,Ev adult,a,a,0,D210w,67.81
NA,D3,2,fungicide,Ev,NA,NA,NA,3.05,NA,1,0,0,NA,Mv,7,1.1151415906193203,seedling,Ev seedling,s,m,1,D32f,169.97
NA,D3,2,fungicide,Ev,NA,NA,NA,4.51,NA,2,1,0.5,NA,Mv,7,1.506297153514587,seedling,Ev seedling,s,m,1,D32f,169.97
NA,D3,2,fungicide,Ev,NA,NA,NA,5.87,NA,3,1,0.5,NA,Mv,7,1.7698546338400052,seedling,Ev seedling,s,m,1,D32f,169.97
NA,D3,2,fungicide,Ev,NA,NA,NA,22.06,NA,A,0,0,NA,Mv,7,3.0937660138253564,adult,Ev adult,a,m,1,D32f,169.97
NA,D3,3,fungicide,Ev,NA,NA,NA,1.28,NA,1,1,0,NA,Mv,19,0.2468600779315258,seedling,Ev seedling,s,m,1,D33f,385.61
NA,D3,3,fungicide,Ev,NA,NA,NA,0.62,NA,2,0,0,NA,Mv,19,-0.4780358009429998,seedling,Ev seedling,s,m,1,D33f,385.61
NA,D3,3,fungicide,Ev,NA,NA,NA,4.16,NA,3,1,0.5,NA,Mv,19,1.425515074273172,seedling,Ev seedling,s,m,1,D33f,385.61
NA,D3,3,fungicide,Ev,NA,NA,NA,4.56,NA,A,0,0,NA,Mv,19,1.5173226235262947,adult,Ev adult,a,m,1,D33f,385.61
NA,D3,4,fungicide,Ev,NA,NA,NA,1.93,NA,1,1,0.5,NA,Mv,67,0.6575200029167941,seedling,Ev seedling,s,m,1,D34f,494.87
NA,D3,4,fungicide,Ev,NA,NA,NA,1.8,NA,2,1,0.5,NA,Mv,67,0.5877866649021191,seedling,Ev seedling,s,m,1,D34f,494.87
NA,D3,4,fungicide,Ev,NA,NA,NA,2.69,NA,3,1,0.5,NA,Mv,67,0.9895411936137477,seedling,Ev seedling,s,m,1,D34f,494.87
NA,D3,4,fungicide,Ev,NA,NA,NA,1.26,NA,A,0,0,NA,Mv,67,0.23111172096338664,adult,Ev adult,a,m,1,D34f,494.87
NA,D3,5,fungicide,Ev,NA,NA,NA,2.13,NA,1,0,0,NA,Ev seedling,7,0.7561219797213337,seedling,Ev seedling,s,s,1,D35f,25.26
NA,D3,5,fungicide,Ev,NA,NA,NA,3.67,NA,2,1,0,NA,Ev seedling,7,1.3001916620664788,seedling,Ev seedling,s,s,1,D35f,23.72
NA,D3,5,fungicide,Ev,NA,NA,NA,3.19,NA,3,0,0,NA,Ev seedling,7,1.1600209167967532,seedling,Ev seedling,s,s,1,D35f,24.2
NA,D3,5,fungicide,Ev,NA,NA,NA,10.22,NA,A,0,0,NA,Ev seedling,7,2.3243465847755584,adult,Ev adult,a,s,1,D35f,27.39
NA,D3,6,fungicide,Ev,NA,NA,NA,1.6,NA,1,0,0,NA,Ev seedling,11,0.47000362924573563,seedling,Ev seedling,s,s,1,D36f,27.83
NA,D3,6,fungicide,Ev,NA,NA,NA,1.44,NA,2,0,0,NA,Ev seedling,11,0.36464311358790924,seedling,Ev seedling,s,s,1,D36f,27.99
NA,D3,6,fungicide,Ev,NA,NA,NA,2.29,NA,3,0,0,NA,Ev seedling,11,0.8285518175661483,seedling,Ev seedling,s,s,1,D36f,27.14
NA,D3,6,fungicide,Ev,NA,NA,NA,6.46,NA,A,0,0,NA,Ev seedling,11,1.8656293177945105,adult,Ev adult,a,s,1,D36f,29.43
NA,D3,7,fungicide,Ev,NA,NA,NA,4.4,NA,1,1,0.5,NA,Ev seedling,19,1.4816045409242156,seedling,Ev seedling,s,s,1,D37f,73.50999999999999
NA,D3,7,fungicide,Ev,NA,NA,NA,1.57,NA,2,0,0,NA,Ev seedling,19,0.45107561936021673,seedling,Ev seedling,s,s,1,D37f,76.34
NA,D3,7,fungicide,Ev,NA,NA,NA,3.44,NA,3,1,0.5,NA,Ev seedling,19,1.235471471385307,seedling,Ev seedling,s,s,1,D37f,74.47
NA,D3,7,fungicide,Ev,NA,NA,NA,7.56,NA,A,1,0,NA,Ev seedling,19,2.0228711901914416,adult,Ev adult,a,s,1,D37f,77.91
NA,D3,8,fungicide,Ev,NA,NA,NA,3.67,NA,1,0,0,NA,Ev adult,3,1.3001916620664788,seedling,Ev seedling,s,a,1,D38f,46.620000000000005
NA,D3,8,fungicide,Ev,NA,NA,NA,4.57,NA,2,1,0,NA,Ev adult,3,1.5195132049061133,seedling,Ev seedling,s,a,1,D38f,46.620000000000005
NA,D3,8,fungicide,Ev,NA,NA,NA,5.5,NA,3,1,0.5,NA,Ev adult,3,1.7047480922384253,seedling,Ev seedling,s,a,1,D38f,46.620000000000005
NA,D3,8,fungicide,Ev,NA,NA,NA,6.52,NA,A,0,0,NA,Ev adult,3,1.8748743759385615,adult,Ev adult,a,a,1,D38f,40.10000000000001
NA,D3,9,fungicide,Ev,NA,NA,NA,2.46,NA,1,1,0,NA,Ev adult,5,0.9001613499442714,seedling,Ev seedling,s,a,1,D39f,50.65
NA,D3,9,fungicide,Ev,NA,NA,NA,1.98,NA,2,0,0,NA,Ev adult,5,0.6830968447064438,seedling,Ev seedling,s,a,1,D39f,50.65
NA,D3,9,fungicide,Ev,NA,NA,NA,1.8,NA,3,0,0,NA,Ev adult,5,0.5877866649021191,seedling,Ev seedling,s,a,1,D39f,50.65
NA,D3,9,fungicide,Ev,NA,NA,NA,9.35,NA,A,0,0,NA,Ev adult,5,2.2353763433005955,adult,Ev adult,a,a,1,D39f,41.3
NA,D3,10,fungicide,Ev,NA,NA,NA,1.31,NA,1,0,0,NA,Ev adult,9,0.2700271372130602,seedling,Ev seedling,s,a,1,D310f,175.04999999999998
NA,D3,10,fungicide,Ev,NA,NA,NA,1.16,NA,2,0,0,NA,Ev adult,9,0.14842000511827322,seedling,Ev seedling,s,a,1,D310f,175.04999999999998
NA,D3,10,fungicide,Ev,NA,NA,NA,0.62,NA,3,0,0,NA,Ev adult,9,-0.4780358009429998,seedling,Ev seedling,s,a,1,D310f,175.04999999999998
NA,D3,10,fungicide,Ev,NA,NA,NA,12.85,NA,A,0,0,NA,Ev adult,9,2.553343811341229,adult,Ev adult,a,a,1,D310f,162.2
NA,D3,2,water,Ev,NA,NA,NA,2.25,NA,1,0,0,NA,Mv,7,0.8109302162163288,seedling,Ev seedling,s,m,0,D32w,118.7
NA,D3,2,water,Ev,NA,NA,NA,4.27,NA,2,1,1,NA,Mv,7,1.451613827240533,seedling,Ev seedling,s,m,0,D32w,118.7
NA,D3,2,water,Ev,NA,NA,NA,4,NA,3,1,0.5,NA,Mv,7,1.3862943611198906,seedling,Ev seedling,s,m,0,D32w,118.7
NA,D3,2,water,Ev,NA,NA,NA,13.12,NA,A,1,0.5,NA,Mv,7,2.574137783515943,adult,Ev adult,a,m,0,D32w,118.7
NA,D3,3,water,Ev,NA,NA,NA,2.59,NA,1,0,0,NA,Mv,19,0.9516578757114463,seedling,Ev seedling,s,m,0,D33w,315.98
NA,D3,3,water,Ev,NA,NA,NA,3.33,NA,2,1,0.5,NA,Mv,19,1.2029723039923526,seedling,Ev seedling,s,m,0,D33w,315.98
NA,D3,3,water,Ev,NA,NA,NA,3.78,NA,3,1,0.5,NA,Mv,19,1.3297240096314962,seedling,Ev seedling,s,m,0,D33w,315.98
NA,D3,3,water,Ev,NA,NA,NA,13.44,NA,A,1,0.5,NA,Mv,19,2.5982353350950036,adult,Ev adult,a,m,0,D33w,315.98
NA,D3,4,water,Ev,NA,NA,NA,2.16,NA,1,0,0,NA,Mv,67,0.7701082216960737,seedling,Ev seedling,s,m,0,D34w,340.23
NA,D3,4,water,Ev,NA,NA,NA,1.56,NA,2,0,0,NA,Mv,67,0.44468582126144574,seedling,Ev seedling,s,m,0,D34w,340.23
NA,D3,4,water,Ev,NA,NA,NA,0.87,NA,3,0,0,NA,Mv,67,-0.13926206733350766,seedling,Ev seedling,s,m,0,D34w,340.23
NA,D3,4,water,Ev,NA,NA,NA,6.85,NA,A,1,0,NA,Mv,67,1.9242486522741338,adult,Ev adult,a,m,0,D34w,340.23
NA,D3,5,water,Ev,NA,NA,NA,3.2,NA,1,1,0,NA,Ev seedling,7,1.1631508098056809,seedling,Ev seedling,s,s,0,D35w,12.16
NA,D3,5,water,Ev,NA,NA,NA,1.35,NA,2,0,0,NA,Ev seedling,7,0.30010459245033816,seedling,Ev seedling,s,s,0,D35w,14.01
NA,D3,5,water,Ev,NA,NA,NA,2.01,NA,3,1,0.5,NA,Ev seedling,7,0.6981347220709843,seedling,Ev seedling,s,s,0,D35w,13.35
NA,D3,5,water,Ev,NA,NA,NA,20.5,NA,A,0,0,NA,Ev seedling,7,3.0204248861443626,adult,Ev adult,a,s,0,D35w,15.36
NA,D3,6,water,Ev,NA,NA,NA,1.44,NA,1,1,0,NA,Ev seedling,11,0.36464311358790924,seedling,Ev seedling,s,s,0,D36w,20.77
NA,D3,6,water,Ev,NA,NA,NA,2.85,NA,2,1,0.5,NA,Ev seedling,11,1.0473189942805592,seedling,Ev seedling,s,s,0,D36w,19.36
NA,D3,6,water,Ev,NA,NA,NA,2.32,NA,3,1,0.5,NA,Ev seedling,11,0.8415671856782185,seedling,Ev seedling,s,s,0,D36w,19.89
NA,D3,6,water,Ev,NA,NA,NA,8.6,NA,A,0,0,NA,Ev seedling,11,2.151762203259462,adult,Ev adult,a,s,0,D36w,22.21
NA,D3,7,water,Ev,NA,NA,NA,2.24,NA,1,0,0,NA,Ev seedling,19,0.8064758658669485,seedling,Ev seedling,s,s,0,D37w,48.52
NA,D3,7,water,Ev,NA,NA,NA,1.01,NA,2,0,0,NA,Ev seedling,19,0.009950330853168092,seedling,Ev seedling,s,s,0,D37w,49.75000000000001
NA,D3,7,water,Ev,NA,NA,NA,1.31,NA,3,0,0,NA,Ev seedling,19,0.2700271372130602,seedling,Ev seedling,s,s,0,D37w,49.45
NA,D3,7,water,Ev,NA,NA,NA,6.66,NA,A,0,0,NA,Ev seedling,19,1.8961194845522977,adult,Ev adult,a,s,0,D37w,50.760000000000005
NA,D3,8,water,Ev,NA,NA,NA,3.58,NA,1,1,0.5,NA,Ev adult,3,1.275362800412609,seedling,Ev seedling,s,a,0,D38w,32.65
NA,D3,8,water,Ev,NA,NA,NA,2.33,NA,2,0,0,NA,Ev adult,3,0.8458682675776092,seedling,Ev seedling,s,a,0,D38w,32.65
NA,D3,8,water,Ev,NA,NA,NA,5.55,NA,3,1,0.5,NA,Ev adult,3,1.713797927758343,seedling,Ev seedling,s,a,0,D38w,32.65
NA,D3,8,water,Ev,NA,NA,NA,11.95,NA,A,1,0,NA,Ev adult,3,2.4807312783775197,adult,Ev adult,a,a,0,D38w,20.7
NA,D3,9,water,Ev,NA,NA,NA,0.88,NA,1,0,0,NA,Ev adult,5,-0.12783337150988489,seedling,Ev seedling,s,a,0,D39w,17.56
NA,D3,9,water,Ev,NA,NA,NA,3.11,NA,2,0,0,NA,Ev adult,5,1.1346227261911428,seedling,Ev seedling,s,a,0,D39w,17.56
NA,D3,9,water,Ev,NA,NA,NA,1.01,NA,3,0,0,NA,Ev adult,5,0.009950330853168092,seedling,Ev seedling,s,a,0,D39w,17.56
NA,D3,9,water,Ev,NA,NA,NA,1.36,NA,A,0,0,NA,Ev adult,5,0.3074846997479607,adult,Ev adult,a,a,0,D39w,16.2
NA,D3,10,water,Ev,NA,NA,NA,1.82,NA,1,0,0,NA,Ev adult,9,0.598836501088704,seedling,Ev seedling,s,a,0,D310w,75.06
NA,D3,10,water,Ev,NA,NA,NA,0.85,NA,2,0,0,NA,Ev adult,9,-0.16251892949777494,seedling,Ev seedling,s,a,0,D310w,75.06
NA,D3,10,water,Ev,NA,NA,NA,1.79,NA,3,0,0,NA,Ev adult,9,0.5822156198526637,seedling,Ev seedling,s,a,0,D310w,75.06
NA,D3,10,water,Ev,NA,NA,NA,4.36,NA,A,1,0,NA,Ev adult,9,1.472472057360943,adult,Ev adult,a,a,0,D310w,70.7
NA,D4,2,fungicide,Ev,NA,NA,NA,1.51,NA,1,0,0,NA,Mv,7,0.412109650826833,seedling,Ev seedling,s,m,1,D42f,127.31
NA,D4,2,fungicide,Ev,NA,NA,NA,3.24,NA,2,0,0,NA,Mv,7,1.1755733298042381,seedling,Ev seedling,s,m,1,D42f,127.31
NA,D4,2,fungicide,Ev,NA,NA,NA,2.2,NA,3,0,0,NA,Mv,7,0.7884573603642703,seedling,Ev seedling,s,m,1,D42f,127.31
NA,D4,2,fungicide,Ev,NA,NA,NA,2.83,NA,A,1,0.5,NA,Mv,7,1.0402767116551463,adult,Ev adult,a,m,1,D42f,127.31
NA,D4,3,fungicide,Ev,NA,NA,NA,1.4,NA,1,1,0.5,NA,Mv,19,0.3364722366212129,seedling,Ev seedling,s,m,1,D43f,389.53
NA,D4,3,fungicide,Ev,NA,NA,NA,1.86,NA,2,1,0.5,NA,Mv,19,0.62057648772511,seedling,Ev seedling,s,m,1,D43f,389.53
NA,D4,3,fungicide,Ev,NA,NA,NA,2.33,NA,3,1,0,NA,Mv,19,0.8458682675776092,seedling,Ev seedling,s,m,1,D43f,389.53
NA,D4,3,fungicide,Ev,NA,NA,NA,20.82,NA,A,1,0.5,NA,Mv,19,3.035914063186823,adult,Ev adult,a,m,1,D43f,389.53
NA,D4,4,fungicide,Ev,NA,NA,NA,0.25,NA,1,0,0,NA,Mv,67,-1.3862943611198906,seedling,Ev seedling,s,m,1,D44f,325.68
NA,D4,4,fungicide,Ev,NA,NA,NA,1.05,NA,2,0,0,NA,Mv,67,0.04879016416943205,seedling,Ev seedling,s,m,1,D44f,325.68
NA,D4,4,fungicide,Ev,NA,NA,NA,1.19,NA,3,0,0,NA,Mv,67,0.17395330712343798,seedling,Ev seedling,s,m,1,D44f,325.68
NA,D4,4,fungicide,Ev,NA,NA,NA,2.79,NA,A,1,0.5,NA,Mv,67,1.0260415958332743,adult,Ev adult,a,m,1,D44f,325.68
NA,D4,5,fungicide,Ev,NA,NA,NA,3.98,NA,1,0,0,NA,Ev seedling,7,1.3812818192963463,seedling,Ev seedling,s,s,1,D45f,14.509999999999998
NA,D4,5,fungicide,Ev,NA,NA,NA,1.92,NA,2,0,0,NA,Ev seedling,7,0.6523251860396901,seedling,Ev seedling,s,s,1,D45f,16.57
NA,D4,5,fungicide,Ev,NA,NA,NA,3.79,NA,3,0,0,NA,Ev seedling,7,1.332366019094335,seedling,Ev seedling,s,s,1,D45f,14.7
NA,D4,5,fungicide,Ev,NA,NA,NA,3.58,NA,A,0,0,NA,Ev seedling,7,1.275362800412609,adult,Ev adult,a,s,1,D45f,18.49
NA,D4,6,fungicide,Ev,NA,NA,NA,1.47,NA,1,0,0,NA,Ev seedling,11,0.3852624007906449,seedling,Ev seedling,s,s,1,D46f,22.83
NA,D4,6,fungicide,Ev,NA,NA,NA,1.93,NA,2,0,0,NA,Ev seedling,11,0.6575200029167941,seedling,Ev seedling,s,s,1,D46f,22.369999999999997
NA,D4,6,fungicide,Ev,NA,NA,NA,3.7,NA,3,0,0,NA,Ev seedling,11,1.308332819650179,seedling,Ev seedling,s,s,1,D46f,20.599999999999998
NA,D4,6,fungicide,Ev,NA,NA,NA,9.81,NA,A,0,0,NA,Ev seedling,11,2.2834022735772717,adult,Ev adult,a,s,1,D46f,24.299999999999997
NA,D4,7,fungicide,Ev,NA,NA,NA,4.79,NA,1,1,0,NA,Ev seedling,19,1.5665304114228238,seedling,Ev seedling,s,s,1,D47f,70.17999999999999
NA,D4,7,fungicide,Ev,NA,NA,NA,3.35,NA,2,0,0,NA,Ev seedling,19,1.208960345836975,seedling,Ev seedling,s,s,1,D47f,71.62
NA,D4,7,fungicide,Ev,NA,NA,NA,4.33,NA,3,1,0,NA,Ev seedling,19,1.4655675420143985,seedling,Ev seedling,s,s,1,D47f,70.64
NA,D4,7,fungicide,Ev,NA,NA,NA,6.19,NA,A,0,0,NA,Ev seedling,19,1.8229350866965048,adult,Ev adult,a,s,1,D47f,74.97
NA,D4,8,fungicide,Ev,NA,NA,NA,1.97,NA,1,0,0,NA,Ev adult,3,0.6780335427498971,seedling,Ev seedling,s,a,1,D48f,16.63
NA,D4,8,fungicide,Ev,NA,NA,NA,2.01,NA,2,0,0,NA,Ev adult,3,0.6981347220709843,seedling,Ev seedling,s,a,1,D48f,16.63
NA,D4,8,fungicide,Ev,NA,NA,NA,3.33,NA,3,0,0,NA,Ev adult,3,1.2029723039923526,seedling,Ev seedling,s,a,1,D48f,16.63
NA,D4,8,fungicide,Ev,NA,NA,NA,6.03,NA,A,0,0,NA,Ev adult,3,1.7967470107390942,adult,Ev adult,a,a,1,D48f,10.599999999999998
NA,D4,9,fungicide,Ev,NA,NA,NA,1.39,NA,1,0,0,NA,Ev adult,5,0.3293037471426003,seedling,Ev seedling,s,a,1,D49f,67.77
NA,D4,9,fungicide,Ev,NA,NA,NA,1.09,NA,2,1,0.5,NA,Ev adult,5,0.08617769624105241,seedling,Ev seedling,s,a,1,D49f,67.77
NA,D4,9,fungicide,Ev,NA,NA,NA,2.03,NA,3,0,0,NA,Ev adult,5,0.7080357930536959,seedling,Ev seedling,s,a,1,D49f,67.77
NA,D4,9,fungicide,Ev,NA,NA,NA,6.27,NA,A,0,0,NA,Ev adult,5,1.8357763546448294,adult,Ev adult,a,a,1,D49f,61.5
NA,D4,10,fungicide,Ev,NA,NA,NA,1.67,NA,1,0,0,NA,Ev adult,9,0.5128236264286637,seedling,Ev seedling,s,a,1,D410f,54.849999999999994
NA,D4,10,fungicide,Ev,NA,NA,NA,2.31,NA,2,0,0,NA,Ev adult,9,0.8372475245337022,seedling,Ev seedling,s,a,1,D410f,54.849999999999994
NA,D4,10,fungicide,Ev,NA,NA,NA,2.81,NA,3,0,0,NA,Ev adult,9,1.0331844833456545,seedling,Ev seedling,s,a,1,D410f,54.849999999999994
NA,D4,10,fungicide,Ev,NA,NA,NA,4.05,NA,A,0,0,NA,Ev adult,9,1.3987168811184478,adult,Ev adult,a,a,1,D410f,50.8
NA,D4,2,water,Ev,NA,NA,NA,1.12,NA,1,0,0,NA,Mv,7,0.11332868530700327,seedling,Ev seedling,s,m,0,D42w,102.24
NA,D4,2,water,Ev,NA,NA,NA,0.76,NA,2,0,0,NA,Mv,7,-0.2744368457017603,seedling,Ev seedling,s,m,0,D42w,102.24
NA,D4,2,water,Ev,NA,NA,NA,0.92,NA,3,0,0,NA,Mv,7,-0.08338160893905101,seedling,Ev seedling,s,m,0,D42w,102.24
NA,D4,2,water,Ev,NA,NA,NA,2.74,NA,A,1,0,NA,Mv,7,1.007957920399979,adult,Ev adult,a,m,0,D42w,102.24
NA,D4,3,water,Ev,NA,NA,NA,0.75,NA,1,0,0,NA,Mv,19,-0.2876820724517809,seedling,Ev seedling,s,m,0,D43w,238.08
NA,D4,3,water,Ev,NA,NA,NA,0.42,NA,2,0,0,NA,Mv,19,-0.8675005677047231,seedling,Ev seedling,s,m,0,D43w,238.08
NA,D4,3,water,Ev,NA,NA,NA,0.09,NA,3,0,0,NA,Mv,19,-2.4079456086518722,seedling,Ev seedling,s,m,0,D43w,238.08
NA,D4,3,water,Ev,NA,NA,NA,0.99,NA,A,0,0,NA,Mv,19,-0.01005033585350145,adult,Ev adult,a,m,0,D43w,238.08
NA,D4,4,water,Ev,NA,NA,NA,1.2,NA,1,1,0,NA,Mv,67,0.1823215567939546,seedling,Ev seedling,s,m,0,D44w,423.43999999999994
NA,D4,4,water,Ev,NA,NA,NA,0.86,NA,2,0,0,NA,Mv,67,-0.15082288973458366,seedling,Ev seedling,s,m,0,D44w,423.43999999999994
NA,D4,4,water,Ev,NA,NA,NA,0.76,NA,3,0,0,NA,Mv,67,-0.2744368457017603,seedling,Ev seedling,s,m,0,D44w,423.43999999999994
NA,D4,4,water,Ev,NA,NA,NA,0.76,NA,A,0,0,NA,Mv,67,-0.2744368457017603,adult,Ev adult,a,m,0,D44w,423.43999999999994
NA,D4,5,water,Ev,NA,NA,NA,0.85,NA,1,1,0,NA,Ev seedling,7,-0.16251892949777494,seedling,Ev seedling,s,s,0,D45w,9.77
NA,D4,5,water,Ev,NA,NA,NA,2.79,NA,2,0,0,NA,Ev seedling,7,1.0260415958332743,seedling,Ev seedling,s,s,0,D45w,7.829999999999999
NA,D4,5,water,Ev,NA,NA,NA,2.08,NA,3,0,0,NA,Ev seedling,7,0.7323678937132266,seedling,Ev seedling,s,s,0,D45w,8.54
NA,D4,5,water,Ev,NA,NA,NA,3.69,NA,A,0,0,NA,Ev seedling,7,1.3056264580524357,adult,Ev adult,a,s,0,D45w,10.62
NA,D4,6,water,Ev,NA,NA,NA,1.33,NA,1,0,0,NA,Ev seedling,11,0.28517894223366247,seedling,Ev seedling,s,s,0,D46w,8.82
NA,D4,6,water,Ev,NA,NA,NA,1.23,NA,2,0,0,NA,Ev seedling,11,0.20701416938432612,seedling,Ev seedling,s,s,0,D46w,8.92
NA,D4,6,water,Ev,NA,NA,NA,0.89,NA,3,0,0,NA,Ev seedling,11,-0.11653381625595151,seedling,Ev seedling,s,s,0,D46w,9.26
NA,D4,6,water,Ev,NA,NA,NA,5.85,NA,A,0,0,NA,Ev seedling,11,1.766441661243765,adult,Ev adult,a,s,0,D46w,10.15
NA,D4,7,water,Ev,NA,NA,NA,1.4,NA,1,0,0,NA,Ev seedling,19,0.3364722366212129,seedling,Ev seedling,s,s,0,D47w,60.08
NA,D4,7,water,Ev,NA,NA,NA,2.67,NA,2,1,0,NA,Ev seedling,19,0.9820784724121582,seedling,Ev seedling,s,s,0,D47w,58.809999999999995
NA,D4,7,water,Ev,NA,NA,NA,5.71,NA,3,1,0,NA,Ev seedling,19,1.742219023667919,seedling,Ev seedling,s,s,0,D47w,55.769999999999996
NA,D4,7,water,Ev,NA,NA,NA,10.49,NA,A,0,0,NA,Ev seedling,19,2.3504224224082058,adult,Ev adult,a,s,0,D47w,61.48
NA,D4,8,water,Ev,NA,NA,NA,1.04,NA,1,0,0,NA,Ev adult,3,0.03922071315328133,seedling,Ev seedling,s,a,0,D48w,25.75
NA,D4,8,water,Ev,NA,NA,NA,0.56,NA,2,1,0,NA,Ev adult,3,-0.579818495252942,seedling,Ev seedling,s,a,0,D48w,25.75
NA,D4,8,water,Ev,NA,NA,NA,0.8,NA,3,0,0,NA,Ev adult,3,-0.2231435513142097,seedling,Ev seedling,s,a,0,D48w,25.75
NA,D4,8,water,Ev,NA,NA,NA,13.65,NA,A,0,0,NA,Ev adult,3,2.613739521630969,adult,Ev adult,a,a,0,D48w,12.1
NA,D4,9,water,Ev,NA,NA,NA,0.65,NA,1,0,0,NA,Ev adult,5,-0.4307829160924542,seedling,Ev seedling,s,a,0,D49w,20.91
NA,D4,9,water,Ev,NA,NA,NA,1.47,NA,2,0,0,NA,Ev adult,5,0.3852624007906449,seedling,Ev seedling,s,a,0,D49w,20.91
NA,D4,9,water,Ev,NA,NA,NA,0.92,NA,3,1,0,NA,Ev adult,5,-0.08338160893905101,seedling,Ev seedling,s,a,0,D49w,20.91
NA,D4,9,water,Ev,NA,NA,NA,2.91,NA,A,0,0,NA,Ev adult,5,1.0681530811834012,adult,Ev adult,a,a,0,D49w,18
NA,D4,10,water,Ev,NA,NA,NA,0.97,NA,1,0,0,NA,Ev adult,9,-0.030459207484708574,seedling,Ev seedling,s,a,0,D410w,30.22
