site,plot,treatment,sp,age,ID,focal,month,survival,field_notes,seeds_produced
D2,2,fungicide,Ev,seedling,3,1,October,1,NA,0
D2,2,fungicide,Mv,seedling,1,1,October,NA,NA,0
D2,2,fungicide,Mv,seedling,2,1,October,NA,NA,0
D2,2,fungicide,Mv,seedling,3,1,October,NA,NA,0
D2,2,fungicide,Mv,seedling,Bg1,0,October,NA,NA,0
D2,2,fungicide,Mv,seedling,Bg10,0,October,NA,NA,0
D2,2,fungicide,Mv,seedling,Bg2,0,October,NA,NA,0
D2,2,fungicide,Mv,seedling,Bg3,0,October,NA,NA,0
D2,2,fungicide,Mv,seedling,Bg4,0,October,NA,NA,0
D2,2,fungicide,Mv,seedling,Bg5,0,October,0,NA,0
D2,2,fungicide,Mv,seedling,Bg6,0,October,0,NA,0
D2,2,fungicide,Mv,seedling,Bg7,0,October,0,NA,0
D2,2,fungicide,Mv,seedling,Bg8,0,October,0,NA,0
D2,2,fungicide,Mv,seedling,Bg9,0,October,0,NA,0
D2,2,water,Ev,adult,A,1,October,1,NA,1
D2,2,water,Ev,seedling,1,1,October,1,NA,0
D2,2,water,Ev,seedling,2,1,October,0,NA,0
D2,2,water,Ev,seedling,3,1,October,0,NA,0
D2,2,water,Mv,seedling,1,1,October,NA,NA,0
D2,2,water,Mv,seedling,2,1,October,NA,NA,0
D2,2,water,Mv,seedling,3,1,October,NA,NA,0
D2,2,water,Mv,seedling,Bg1,0,October,NA,NA,0
D2,2,water,Mv,seedling,Bg10,0,October,NA,NA,0
D2,2,water,Mv,seedling,Bg2,0,October,NA,NA,0
D2,2,water,Mv,seedling,Bg3,0,October,NA,NA,0
D2,2,water,Mv,seedling,Bg4,0,October,NA,NA,0
D2,2,water,Mv,seedling,Bg5,0,October,NA,NA,0
D2,2,water,Mv,seedling,Bg6,0,October,NA,NA,0
D2,2,water,Mv,seedling,Bg7,0,October,NA,NA,0
D2,2,water,Mv,seedling,Bg8,0,October,NA,NA,0
D2,2,water,Mv,seedling,Bg9,0,October,NA,NA,0
D2,3,fungicide,Ev,adult,A,1,October,1,NA,1
D2,3,fungicide,Ev,seedling,1,1,October,0,NA,1
D2,3,fungicide,Ev,seedling,2,1,October,1,NA,0
D2,3,fungicide,Ev,seedling,3,1,October,1,NA,1
D2,3,fungicide,Mv,seedling,1,1,October,NA,NA,0
D2,3,fungicide,Mv,seedling,2,1,October,NA,NA,0
D2,3,fungicide,Mv,seedling,3,1,October,NA,NA,0
D2,3,fungicide,Mv,seedling,Bg1,0,October,NA,NA,0
D2,3,fungicide,Mv,seedling,Bg10,0,October,NA,NA,0
D2,3,fungicide,Mv,seedling,Bg2,0,October,NA,NA,0
D2,3,fungicide,Mv,seedling,Bg3,0,October,NA,NA,0
D2,3,fungicide,Mv,seedling,Bg4,0,October,NA,NA,0
D2,3,fungicide,Mv,seedling,Bg5,0,October,NA,NA,0
D2,3,fungicide,Mv,seedling,Bg6,0,October,NA,NA,0
D2,3,fungicide,Mv,seedling,Bg7,0,October,NA,NA,0
D2,3,fungicide,Mv,seedling,Bg8,0,October,NA,NA,0
D2,3,fungicide,Mv,seedling,Bg9,0,October,NA,NA,0
D2,3,water,Ev,adult,A,1,October,1,NA,1
D2,3,water,Ev,seedling,1,1,October,1,NA,0
D2,3,water,Ev,seedling,2,1,October,0,NA,0
D2,3,water,Ev,seedling,3,1,October,1,NA,0
D2,3,water,Mv,seedling,1,1,October,NA,NA,0
D2,3,water,Mv,seedling,2,1,October,NA,NA,0
D2,3,water,Mv,seedling,3,1,October,NA,NA,0
D2,3,water,Mv,seedling,Bg1,0,October,NA,NA,0
D2,3,water,Mv,seedling,Bg10,0,October,NA,NA,0
D2,3,water,Mv,seedling,Bg2,0,October,NA,NA,0
D2,3,water,Mv,seedling,Bg3,0,October,NA,NA,0
D2,3,water,Mv,seedling,Bg4,0,October,NA,NA,0
D2,3,water,Mv,seedling,Bg5,0,October,NA,NA,0
D2,3,water,Mv,seedling,Bg6,0,October,NA,NA,0
D2,3,water,Mv,seedling,Bg7,0,October,NA,NA,0
D2,3,water,Mv,seedling,Bg8,0,October,NA,NA,0
D2,3,water,Mv,seedling,Bg9,0,October,NA,NA,0
D2,4,fungicide,Ev,adult,A,1,October,1,NA,1
D2,4,fungicide,Ev,seedling,1,1,October,1,NA,0
D2,4,fungicide,Ev,seedling,2,1,October,1,NA,0
D2,4,fungicide,Ev,seedling,3,1,October,1,NA,0
D2,4,fungicide,Mv,seedling,1,1,October,NA,NA,0
D2,4,fungicide,Mv,seedling,2,1,October,NA,NA,0
D2,4,fungicide,Mv,seedling,3,1,October,NA,NA,0
D2,4,fungicide,Mv,seedling,Bg1,0,October,NA,NA,0
D2,4,fungicide,Mv,seedling,Bg10,0,October,NA,NA,0
D2,4,fungicide,Mv,seedling,Bg2,0,October,NA,NA,0
D2,4,fungicide,Mv,seedling,Bg3,0,October,NA,NA,0
D2,4,fungicide,Mv,seedling,Bg4,0,October,NA,NA,0
D2,4,fungicide,Mv,seedling,Bg5,0,October,NA,NA,0
D2,4,fungicide,Mv,seedling,Bg6,0,October,NA,NA,0
D2,4,fungicide,Mv,seedling,Bg7,0,October,NA,NA,0
D2,4,fungicide,Mv,seedling,Bg8,0,October,NA,NA,0
D2,4,fungicide,Mv,seedling,Bg9,0,October,NA,NA,0
D2,4,water,Ev,adult,A,1,October,NA,NA,1
D2,4,water,Ev,seedling,1,1,October,0,NA,0
D2,4,water,Ev,seedling,2,1,October,NA,NA,0
D2,4,water,Ev,seedling,3,1,October,0,NA,0
D2,4,water,Mv,seedling,1,1,October,NA,NA,0
D2,4,water,Mv,seedling,2,1,October,NA,NA,0
D2,4,water,Mv,seedling,3,1,October,NA,NA,0
D2,4,water,Mv,seedling,Bg1,0,October,NA,NA,0
D2,4,water,Mv,seedling,Bg10,0,October,NA,NA,0
D2,4,water,Mv,seedling,Bg2,0,October,NA,NA,0
D2,4,water,Mv,seedling,Bg3,0,October,NA,NA,0
D2,4,water,Mv,seedling,Bg4,0,October,NA,NA,0
D2,4,water,Mv,seedling,Bg5,0,October,NA,NA,0
D2,4,water,Mv,seedling,Bg6,0,October,NA,NA,0
D2,4,water,Mv,seedling,Bg7,0,October,NA,NA,0
D2,4,water,Mv,seedling,Bg8,0,October,NA,NA,0
D2,4,water,Mv,seedling,Bg9,0,October,NA,NA,0
D2,5,fungicide,Ev,adult,A,1,October,1,NA,1
D2,5,fungicide,Ev,seedling,1,1,October,1,NA,1
D2,5,fungicide,Ev,seedling,2,1,October,NA,NA,0
D2,5,fungicide,Ev,seedling,3,1,October,1,NA,0
D2,5,fungicide,Ev,seedling,R1,0,October,1,NA,1
D2,5,fungicide,Ev,seedling,R2,0,October,1,NA,0
D2,5,fungicide,Ev,seedling,R3,0,October,1,NA,0
D2,5,fungicide,Ev,seedling,R4,0,October,1,NA,0
D2,5,fungicide,Mv,seedling,1,1,October,NA,NA,0
D2,5,fungicide,Mv,seedling,2,1,October,NA,NA,0
D2,5,fungicide,Mv,seedling,3,1,October,NA,NA,0
D2,5,water,Ev,adult,A,1,October,1,NA,1
D2,5,water,Ev,seedling,1,1,October,NA,NA,0
D2,5,water,Ev,seedling,2,1,October,1,NA,0
D2,5,water,Ev,seedling,3,1,October,0,NA,0
D2,5,water,Mv,seedling,1,1,October,NA,NA,0
D2,5,water,Mv,seedling,2,1,October,NA,NA,0
D2,5,water,Mv,seedling,3,1,October,NA,NA,0
D2,6,fungicide,Ev,adult,A,1,October,1,NA,1
D2,6,fungicide,Ev,seedling,1,1,October,NA,NA,0
D2,6,fungicide,Ev,seedling,2,1,October,NA,NA,0
D2,6,fungicide,Ev,seedling,3,1,October,1,NA,0
D2,6,fungicide,Ev,seedling,R1,0,October,1,NA,1
D2,6,fungicide,Ev,seedling,R2,0,October,1,NA,0
D2,6,fungicide,Ev,seedling,R3,0,October,1,NA,1
D2,6,fungicide,Ev,seedling,R4,0,October,1,NA,0
D2,6,fungicide,Ev,seedling,R5,0,October,0,NA,0
D2,6,fungicide,Ev,seedling,R6,0,October,1,NA,1
D2,6,fungicide,Ev,seedling,R7,0,October,1,NA,1
D2,6,fungicide,Ev,seedling,R8,0,October,1,NA,1
D2,6,fungicide,Mv,seedling,1,1,October,NA,NA,0
D2,6,fungicide,Mv,seedling,2,1,October,NA,NA,0
D2,6,fungicide,Mv,seedling,3,1,October,NA,NA,0
D2,6,water,Ev,adult,A,1,October,1,NA,1
D2,6,water,Ev,seedling,1,1,October,NA,NA,0
D2,6,water,Ev,seedling,2,1,October,1,NA,1
D2,6,water,Ev,seedling,3,1,October,1,NA,0
D2,6,water,Ev,seedling,R1,0,October,1,NA,0
D2,6,water,Ev,seedling,R2,0,October,1,NA,0
D2,6,water,Ev,seedling,R3,0,October,NA,NA,1
D2,6,water,Ev,seedling,R4,0,October,1,NA,1
D2,6,water,Ev,seedling,R5,0,October,1,NA,1
D2,6,water,Ev,seedling,R6,0,October,NA,NA,1
D2,6,water,Ev,seedling,R7,0,October,1,NA,1
D2,6,water,Mv,seedling,1,1,October,NA,NA,0
D2,6,water,Mv,seedling,2,1,October,NA,NA,0
D2,6,water,Mv,seedling,3,1,October,NA,NA,0
D2,7,fungicide,Ev,adult,A,1,October,1,NA,1
D2,7,fungicide,Ev,seedling,1,1,October,1,NA,1
D2,7,fungicide,Ev,seedling,2,1,October,1,NA,1
D2,7,fungicide,Ev,seedling,3,1,October,1,NA,1
D2,7,fungicide,Ev,seedling,R1,0,October,1,NA,1
D2,7,fungicide,Ev,seedling,R10,0,October,1,NA,1
D2,7,fungicide,Ev,seedling,R2,0,October,1,NA,1
D2,7,fungicide,Ev,seedling,R3,0,October,1,NA,1
D2,7,fungicide,Ev,seedling,R4,0,October,0,NA,1
D2,7,fungicide,Ev,seedling,R5,0,October,1,NA,0
D2,7,fungicide,Ev,seedling,R6,0,October,1,NA,1
D2,7,fungicide,Ev,seedling,R7,0,October,1,NA,1
D2,7,fungicide,Ev,seedling,R8,0,October,1,NA,1
D2,7,fungicide,Ev,seedling,R9,0,October,1,NA,1
D2,7,fungicide,Mv,seedling,1,1,October,NA,NA,0
D2,7,fungicide,Mv,seedling,2,1,October,NA,NA,0
D2,7,fungicide,Mv,seedling,3,1,October,NA,NA,0
D2,7,water,Ev,seedling,1,1,October,1,NA,1
D2,7,water,Ev,seedling,2,1,October,1,NA,1
D2,7,water,Ev,seedling,3,1,October,1,NA,0
D2,7,water,Ev,seedling,R1,0,October,1,NA,0
D2,7,water,Ev,seedling,R10,0,October,1,NA,1
D2,7,water,Ev,seedling,R11,0,October,1,NA,0
D2,7,water,Ev,seedling,R2,0,October,1,NA,0
D2,7,water,Ev,seedling,R3,0,October,1,NA,0
D2,7,water,Ev,seedling,R4,0,October,1,NA,0
D2,7,water,Ev,seedling,R5,0,October,0,NA,0
D2,7,water,Ev,seedling,R6,0,October,1,NA,0
D2,7,water,Ev,seedling,R7,0,October,1,NA,0
D2,7,water,Ev,seedling,R8,0,October,0,NA,0
D2,7,water,Ev,seedling,R9,0,October,NA,NA,0
D2,7,water,Mv,seedling,1,1,October,NA,NA,0
D2,7,water,Mv,seedling,2,1,October,NA,NA,0
D2,7,water,Mv,seedling,3,1,October,NA,NA,0
D2,8,fungicide,Ev,adult,A,1,October,1,NA,1
D2,8,fungicide,Ev,adult,R1,0,October,NA,NA,0
D2,8,fungicide,Ev,adult,R2,0,October,1,NA,1
D2,8,fungicide,Ev,seedling,1,1,October,NA,NA,0
D2,8,fungicide,Ev,seedling,2,1,October,1,NA,1
D2,8,fungicide,Ev,seedling,3,1,October,1,NA,1
D2,8,fungicide,Mv,seedling,1,1,October,NA,NA,0
D2,8,fungicide,Mv,seedling,2,1,October,NA,NA,0
D2,8,fungicide,Mv,seedling,3,1,October,NA,NA,0
D2,8,water,Ev,adult,A,1,October,1,NA,1
D2,8,water,Ev,adult,R1,0,October,1,NA,1
D2,8,water,Ev,adult,R2,0,October,1,NA,1
D2,8,water,Ev,seedling,1,1,October,1,NA,1
D2,8,water,Ev,seedling,2,1,October,1,NA,1
D2,8,water,Ev,seedling,3,1,October,1,NA,1
D2,8,water,Mv,seedling,1,1,October,NA,NA,0
D2,8,water,Mv,seedling,2,1,October,NA,NA,0
D2,8,water,Mv,seedling,3,1,October,NA,NA,0
D2,9,fungicide,Ev,adult,A,1,October,1,NA,1
D2,9,fungicide,Ev,adult,R1,0,October,1,NA,1
D2,9,fungicide,Ev,adult,R3,0,October,1,NA,1
D2,9,fungicide,Ev,adult,R4,0,October,1,NA,1
D2,9,fungicide,Ev,seedling,1,1,October,1,NA,0
D2,9,fungicide,Ev,seedling,2,1,October,0,NA,0
D2,9,fungicide,Ev,seedling,3,1,October,0,NA,0
D2,9,fungicide,Mv,seedling,1,1,October,NA,NA,0
D2,9,fungicide,Mv,seedling,2,1,October,NA,NA,0
D2,9,fungicide,Mv,seedling,3,1,October,NA,NA,0
D2,9,water,Ev,adult,A,1,October,1,NA,1
D2,9,water,Ev,adult,R1,0,October,1,NA,0
D2,9,water,Ev,adult,R2,0,October,1,NA,1
D2,9,water,Ev,adult,R3,0,October,1,NA,1
D2,9,water,Ev,adult,R4,0,October,1,NA,1
D2,9,water,Ev,seedling,1,1,October,0,NA,0
D2,9,water,Ev,seedling,2,1,October,1,NA,1
D2,9,water,Ev,seedling,3,1,October,1,NA,1
D2,9,water,Mv,seedling,1,1,October,NA,NA,0
D2,9,water,Mv,seedling,2,1,October,NA,NA,0
D2,9,water,Mv,seedling,3,1,October,NA,NA,0
D2,10,fungicide,Ev,adult,A,1,October,1,NA,1
D2,10,fungicide,Ev,adult,R1,0,October,1,NA,1
D2,10,fungicide,Ev,adult,R2,0,October,1,NA,0
D2,10,fungicide,Ev,adult,R3,0,October,1,NA,1
D2,10,fungicide,Ev,adult,R4,0,October,1,NA,1
D2,10,fungicide,Ev,adult,R5,0,October,1,NA,1
D2,10,fungicide,Ev,adult,R6,0,October,1,NA,1
D2,10,fungicide,Ev,adult,R7,0,October,1,NA,0
D2,10,fungicide,Ev,adult,S1,0,October,1,NA,1
D2,10,fungicide,Ev,seedling,1,1,October,1,NA,0
D2,10,fungicide,Ev,seedling,2,1,October,0,NA,0
D2,10,fungicide,Ev,seedling,3,1,October,1,NA,1
D2,10,fungicide,Mv,seedling,1,1,October,NA,NA,0
D2,10,fungicide,Mv,seedling,2,1,October,NA,NA,0
D2,10,fungicide,Mv,seedling,3,1,October,NA,NA,0
D2,10,water,Ev,adult,A,1,October,1,NA,1
D2,10,water,Ev,adult,R1,0,October,1,NA,0
D2,10,water,Ev,adult,R2,0,October,1,NA,1
D2,10,water,Ev,adult,R3,0,October,1,NA,1
D2,10,water,Ev,adult,R4,0,October,1,NA,1
D2,10,water,Ev,adult,R5,0,October,1,NA,1
D2,10,water,Ev,adult,R6,0,October,1,NA,1
D2,10,water,Ev,adult,S1,0,October,1,NA,1
D2,10,water,Ev,adult,S2,0,October,1,NA,1
D2,10,water,Ev,seedling,1,1,October,1,NA,1
D2,10,water,Ev,seedling,2,1,October,1,NA,1
D2,10,water,Ev,seedling,3,1,October,0,NA,1
D2,10,water,Mv,seedling,1,1,October,NA,NA,0
D2,10,water,Mv,seedling,2,1,October,NA,NA,0
D2,10,water,Mv,seedling,3,1,October,NA,NA,0
D3,1,fungicide,Ev,adult,A,1,October,1,NA,1
D3,1,fungicide,Ev,seedling,1,1,October,0,NA,0
D3,1,fungicide,Ev,seedling,2,1,October,0,NA,0
D3,1,fungicide,Ev,seedling,3,1,October,0,NA,0
D3,1,fungicide,Mv,seedling,1,1,October,NA,NA,0
D3,1,fungicide,Mv,seedling,2,1,October,NA,NA,0
D3,1,fungicide,Mv,seedling,3,1,October,NA,NA,0
D3,1,water,Ev,adult,A,1,October,1,NA,1
D3,1,water,Ev,seedling,1,1,October,0,NA,0
D3,1,water,Ev,seedling,2,1,October,0,NA,0
D3,1,water,Ev,seedling,3,1,October,0,NA,0
D3,1,water,Mv,seedling,1,1,October,NA,NA,0
D3,1,water,Mv,seedling,2,1,October,NA,NA,0
D3,1,water,Mv,seedling,3,1,October,NA,NA,0
D3,2,fungicide,Ev,adult,A,1,October,1,NA,1
D3,2,fungicide,Ev,seedling,1,1,October,0,NA,0
D3,2,fungicide,Ev,seedling,2,1,October,0,NA,0
D3,2,fungicide,Ev,seedling,3,1,October,0,NA,0
D3,2,fungicide,Mv,seedling,1,1,October,NA,NA,0
D3,2,fungicide,Mv,seedling,2,1,October,NA,NA,0
D3,2,fungicide,Mv,seedling,3,1,October,0,NA,0
D3,2,fungicide,Mv,seedling,Bg1,0,October,NA,NA,0
D3,2,fungicide,Mv,seedling,Bg10,0,October,NA,NA,0
D3,2,fungicide,Mv,seedling,Bg2,0,October,NA,NA,0
D3,2,fungicide,Mv,seedling,Bg3,0,October,NA,NA,0
D3,2,fungicide,Mv,seedling,Bg4,0,October,NA,NA,0
D3,2,fungicide,Mv,seedling,Bg5,0,October,NA,NA,0
D3,2,fungicide,Mv,seedling,Bg6,0,October,NA,NA,0
D3,2,fungicide,Mv,seedling,Bg7,0,October,NA,NA,0
D3,2,fungicide,Mv,seedling,Bg8,0,October,NA,NA,0
D3,2,fungicide,Mv,seedling,Bg9,0,October,NA,NA,0
D3,2,water,Ev,adult,A,1,October,1,NA,1
D3,2,water,Ev,seedling,1,1,October,0,NA,0
D3,2,water,Ev,seedling,2,1,October,0,NA,0
D3,2,water,Ev,seedling,3,1,October,0,NA,0
D3,2,water,Mv,seedling,1,1,October,NA,NA,0
D3,2,water,Mv,seedling,2,1,October,NA,NA,0
D3,2,water,Mv,seedling,3,1,October,NA,NA,0
D3,2,water,Mv,seedling,Bg1,0,October,NA,NA,0
D3,2,water,Mv,seedling,Bg10,0,October,NA,NA,0
D3,2,water,Mv,seedling,Bg2,0,October,NA,NA,0
D3,2,water,Mv,seedling,Bg3,0,October,NA,NA,0
D3,2,water,Mv,seedling,Bg4,0,October,NA,NA,0
D3,2,water,Mv,seedling,Bg5,0,October,NA,NA,0
D3,2,water,Mv,seedling,Bg6,0,October,NA,NA,0
D3,2,water,Mv,seedling,Bg7,0,October,NA,NA,0
D3,2,water,Mv,seedling,Bg8,0,October,NA,NA,0
D3,2,water,Mv,seedling,Bg9,0,October,NA,NA,0
D3,3,fungicide,Ev,adult,A,1,October,1,NA,1
D3,3,fungicide,Ev,seedling,1,1,October,0,NA,0
D3,3,fungicide,Ev,seedling,2,1,October,0,NA,0
D3,3,fungicide,Ev,seedling,3,1,October,0,NA,0
D3,3,fungicide,Mv,seedling,1,1,October,NA,NA,0
D3,3,fungicide,Mv,seedling,2,1,October,0,NA,0
D3,3,fungicide,Mv,seedling,3,1,October,NA,NA,0
D3,3,fungicide,Mv,seedling,Bg1,0,October,NA,NA,0
D3,3,fungicide,Mv,seedling,Bg10,0,October,NA,NA,0
D3,3,fungicide,Mv,seedling,Bg2,0,October,NA,NA,0
D3,3,fungicide,Mv,seedling,Bg3,0,October,NA,NA,0
D3,3,fungicide,Mv,seedling,Bg4,0,October,NA,NA,0
D3,3,fungicide,Mv,seedling,Bg5,0,October,NA,NA,0
D3,3,fungicide,Mv,seedling,Bg6,0,October,NA,NA,0
D3,3,fungicide,Mv,seedling,Bg7,0,October,NA,NA,0
D3,3,fungicide,Mv,seedling,Bg8,0,October,NA,NA,0
D3,3,fungicide,Mv,seedling,Bg9,0,October,NA,NA,0
D3,3,water,Ev,adult,A,1,October,1,NA,1
D3,3,water,Ev,seedling,1,1,October,0,NA,0
D3,3,water,Ev,seedling,2,1,October,0,NA,0
D3,3,water,Ev,seedling,3,1,October,0,NA,0
D3,3,water,Mv,seedling,1,1,October,NA,NA,0
D3,3,water,Mv,seedling,2,1,October,NA,NA,0
D3,3,water,Mv,seedling,3,1,October,NA,NA,0
D3,3,water,Mv,seedling,Bg1,0,October,NA,NA,0
D3,3,water,Mv,seedling,Bg10,0,October,NA,NA,0
D3,3,water,Mv,seedling,Bg2,0,October,NA,NA,0
D3,3,water,Mv,seedling,Bg3,0,October,NA,NA,0
D3,3,water,Mv,seedling,Bg4,0,October,NA,NA,0
D3,3,water,Mv,seedling,Bg5,0,October,NA,NA,0
D3,3,water,Mv,seedling,Bg6,0,October,NA,NA,0
D3,3,water,Mv,seedling,Bg7,0,October,NA,NA,0
D3,3,water,Mv,seedling,Bg8,0,October,NA,NA,0
D3,3,water,Mv,seedling,Bg9,0,October,NA,NA,0
D3,4,fungicide,Ev,adult,A,1,October,1,NA,1
D3,4,fungicide,Ev,seedling,1,1,October,0,NA,0
D3,4,fungicide,Ev,seedling,2,1,October,0,NA,0
D3,4,fungicide,Ev,seedling,3,1,October,0,NA,0
D3,4,fungicide,Mv,seedling,1,1,October,NA,NA,0
D3,4,fungicide,Mv,seedling,2,1,October,NA,NA,0
D3,4,fungicide,Mv,seedling,3,1,October,0,NA,0
D3,4,fungicide,Mv,seedling,Bg1,0,October,NA,NA,0
D3,4,fungicide,Mv,seedling,Bg10,0,October,NA,NA,0
D3,4,fungicide,Mv,seedling,Bg2,0,October,NA,NA,0
D3,4,fungicide,Mv,seedling,Bg3,0,October,NA,NA,0
D3,4,fungicide,Mv,seedling,Bg4,0,October,NA,NA,0
D3,4,fungicide,Mv,seedling,Bg5,0,October,NA,NA,0
D3,4,fungicide,Mv,seedling,Bg6,0,October,NA,NA,0
D3,4,fungicide,Mv,seedling,Bg7,0,October,NA,NA,0
D3,4,fungicide,Mv,seedling,Bg8,0,October,NA,NA,0
D3,4,fungicide,Mv,seedling,Bg9,0,October,NA,NA,0
D3,4,water,Ev,adult,A,1,October,0,NA,0
D3,4,water,Ev,seedling,1,1,October,0,NA,0
D3,4,water,Ev,seedling,2,1,October,0,NA,0
D3,4,water,Ev,seedling,3,1,October,0,NA,0
D3,4,water,Mv,seedling,1,1,October,NA,NA,0
D3,4,water,Mv,seedling,2,1,October,NA,NA,0
D3,4,water,Mv,seedling,3,1,October,NA,NA,0
D3,4,water,Mv,seedling,Bg1,0,October,NA,NA,0
D3,4,water,Mv,seedling,Bg10,0,October,NA,NA,0
D3,4,water,Mv,seedling,Bg2,0,October,NA,NA,0
D3,4,water,Mv,seedling,Bg3,0,October,NA,NA,0
D3,4,water,Mv,seedling,Bg4,0,October,NA,NA,0
D3,4,water,Mv,seedling,Bg5,0,October,NA,NA,0
D3,4,water,Mv,seedling,Bg6,0,October,NA,NA,0
D3,4,water,Mv,seedling,Bg7,0,October,NA,NA,0
D3,4,water,Mv,seedling,Bg8,0,October,NA,NA,0
D3,4,water,Mv,seedling,Bg9,0,October,NA,NA,0
D3,5,fungicide,Ev,adult,A,1,October,1,NA,1
D3,5,fungicide,Ev,seedling,1,1,October,0,NA,0
D3,5,fungicide,Ev,seedling,2,1,October,1,NA,0
D3,5,fungicide,Ev,seedling,3,1,October,0,NA,0
D3,5,fungicide,Mv,seedling,1,1,October,NA,NA,0
D3,5,fungicide,Mv,seedling,2,1,October,0,NA,0
D3,5,fungicide,Mv,seedling,3,1,October,0,NA,0
D3,5,water,Ev,adult,A,1,October,1,NA,1
D3,5,water,Ev,seedling,1,1,October,1,NA,0
D3,5,water,Ev,seedling,2,1,October,0,NA,0
D3,5,water,Ev,seedling,3,1,October,0,NA,0
D3,5,water,Mv,seedling,1,1,October,NA,NA,0
D3,5,water,Mv,seedling,2,1,October,NA,NA,0
D3,5,water,Mv,seedling,3,1,October,NA,NA,0
D3,6,fungicide,Ev,adult,A,1,October,1,NA,1
D3,6,fungicide,Ev,seedling,1,1,October,0,NA,0
D3,6,fungicide,Ev,seedling,2,1,October,0,NA,0
D3,6,fungicide,Ev,seedling,3,1,October,0,NA,0
D3,6,fungicide,Mv,seedling,1,1,October,0,NA,0
D3,6,fungicide,Mv,seedling,2,1,October,0,NA,0
D3,6,fungicide,Mv,seedling,3,1,October,0,NA,0
D3,6,water,Ev,adult,A,1,October,1,NA,1
D3,6,water,Ev,seedling,1,1,October,0,NA,0
D3,6,water,Ev,seedling,2,1,October,0,NA,0
D3,6,water,Ev,seedling,3,1,October,0,NA,0
D3,6,water,Ev,seedling,R1,0,October,1,NA,0
D3,6,water,Ev,seedling,R2,0,October,1,NA,0
D3,6,water,Ev,seedling,R3,0,October,0,NA,0
D3,6,water,Mv,seedling,1,1,October,NA,NA,0
D3,6,water,Mv,seedling,2,1,October,NA,NA,0
D3,6,water,Mv,seedling,3,1,October,0,NA,0
D3,7,fungicide,Ev,adult,A,1,October,1,NA,1
D3,7,fungicide,Ev,seedling,1,1,October,0,NA,0
D3,7,fungicide,Ev,seedling,2,1,October,1,NA,1
D3,7,fungicide,Ev,seedling,3,1,October,0,NA,0
D3,7,fungicide,Ev,seedling,R1,0,October,1,NA,0
D3,7,fungicide,Ev,seedling,R2,0,October,0,NA,0
D3,7,fungicide,Ev,seedling,R3,0,October,1,NA,0
D3,7,fungicide,Mv,seedling,1,1,October,0,NA,0
D3,7,fungicide,Mv,seedling,2,1,October,NA,NA,0
D3,7,fungicide,Mv,seedling,3,1,October,NA,NA,0
D3,7,water,Ev,adult,A,1,October,1,NA,1
D3,7,water,Ev,seedling,1,1,October,1,NA,0
D3,7,water,Ev,seedling,2,1,October,0,NA,0
D3,7,water,Ev,seedling,3,1,October,0,NA,0
D3,7,water,Ev,seedling,R1,0,October,0,NA,0
D3,7,water,Ev,seedling,R2,0,October,1,NA,1
D3,7,water,Mv,seedling,1,1,October,NA,NA,0
D3,7,water,Mv,seedling,2,1,October,0,NA,0
D3,7,water,Mv,seedling,3,1,October,NA,NA,0
D3,8,fungicide,Ev,adult,A,1,October,1,NA,1
D3,8,fungicide,Ev,adult,R1,0,October,1,NA,1
D3,8,fungicide,Ev,adult,R2,0,October,1,NA,0
D3,8,fungicide,Ev,seedling,1,1,October,0,NA,0
D3,8,fungicide,Ev,seedling,2,1,October,0,NA,0
D3,8,fungicide,Ev,seedling,3,1,October,0,NA,0
D3,8,fungicide,Mv,seedling,1,1,October,NA,NA,0
D3,8,fungicide,Mv,seedling,2,1,October,NA,NA,0
D3,8,fungicide,Mv,seedling,3,1,October,NA,NA,0
D3,8,water,Ev,adult,A,1,October,0,NA,0
D3,8,water,Ev,adult,R1,0,October,1,NA,1
D3,8,water,Ev,adult,R2,0,October,1,NA,1
D3,8,water,Ev,seedling,1,1,October,0,NA,0
D3,8,water,Ev,seedling,2,1,October,0,NA,0
D3,8,water,Ev,seedling,3,1,October,0,NA,0
D3,8,water,Mv,seedling,1,1,October,NA,NA,0
D3,8,water,Mv,seedling,2,1,October,NA,NA,0
D3,8,water,Mv,seedling,3,1,October,NA,NA,0
D3,9,fungicide,Ev,adult,A,1,October,1,NA,1
D3,9,fungicide,Ev,adult,R1,0,October,1,NA,1
D3,9,fungicide,Ev,adult,R2,0,October,1,NA,1
D3,9,fungicide,Ev,adult,R3,0,October,1,NA,1
D3,9,fungicide,Ev,adult,R4,0,October,1,NA,1
D3,9,fungicide,Ev,seedling,1,1,October,0,NA,0
D3,9,fungicide,Ev,seedling,2,1,October,0,NA,0
D3,9,fungicide,Ev,seedling,3,1,October,0,NA,0
D3,9,fungicide,Mv,seedling,1,1,October,NA,NA,0
D3,9,fungicide,Mv,seedling,2,1,October,NA,NA,0
D3,9,fungicide,Mv,seedling,3,1,October,NA,NA,0
D3,9,water,Ev,adult,A,1,October,1,NA,1
D3,9,water,Ev,adult,R1,0,October,1,NA,1
D3,9,water,Ev,adult,R2,0,October,1,NA,1
D3,9,water,Ev,adult,R3,0,October,1,NA,1
D3,9,water,Ev,seedling,1,1,October,0,NA,0
D3,9,water,Ev,seedling,2,1,October,0,NA,0
D3,9,water,Ev,seedling,3,1,October,0,NA,0
D3,9,water,Mv,seedling,1,1,October,0,NA,0
D3,9,water,Mv,seedling,2,1,October,0,NA,0
